surface,tab,group,label,stable_command_id,aliases,visible,implementation_status,availability_reason,required_document_or_selection,controller,engine_operation,input_dialog_or_preset,output_or_state_change,undo_contract,dependency,source_location,test_or_repro,implementation_commit,review_status,evidence_path
menu-bar,File,File,Page Setup...,pageSetup,pageSetup,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,File,File,Print...,print,print,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,File,File,Export Presets...,exportPresets,exportPresets,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,File,File,Share...,share,share,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,File,File,Document Properties...,properties,properties,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,File,File,Exit,exit,exit,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Edit,Edit,Undo,undo,undo,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Edit,Edit,Redo,redo,redo,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Edit,Edit,Cut,cut,cut,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Edit,Edit,Copy,copy,copy,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Edit,Edit,Paste,paste,paste,true (disabled),planned-unimplemented,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185),command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Edit,Edit,Delete,deleteSelection,delete,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Edit,Edit,Select All,selectAll,select-all,true (disabled),planned-unimplemented,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185),command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Edit,Edit,Find...,search,find,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Edit,Edit,Find & Replace...,search,find-replace,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Edit,Edit,Preferences...,preferences,preferences,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Zoom In,zoomIn,zoomIn,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Zoom Out,zoomOut,zoomOut,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Actual Size,actual,actual,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Fit Page,fitPage,fitPage,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Fit Width,fitWidth,fitWidth,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Single Page View,single,single,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Continuous Scrolling,continuous,continuous,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Two-Page View,two,two-page,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Presentation Mode,presentation,presentation,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Full Screen,fullscreen,fullscreen,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Dark Mode (checkable),darkMode,darkMode,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Rulers,rulers,rulers,true (disabled),planned-unimplemented,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185),command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Guides,guides,guides,true (disabled),planned-unimplemented,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185),command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,View,View,Grid,grid,grid,true (disabled),planned-unimplemented,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185),command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Document,Document,Insert Pages...,insertPage,insert-page,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Document,Document,Delete Pages...,deletePage,delete-page,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Document,Document,Extract Pages...,extract,extract-page,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
